,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side
3629960,2018030416_27,2018030416,27,19.0,6.0,Shot,Wrist Shot,80.0,-13.0,1,REGULAR,248,952,2019-06-10 00:28:02,0,0,David Perron Wrist Shot saved by Tuukka Rask,80.0,-13.0,left
3629961,2018030416_28,2018030416,28,6.0,19.0,Hit,,91.0,-8.0,1,REGULAR,249,951,2019-06-10 00:28:05,0,0,John Moore hit Jaden Schwartz,-91.0,8.0,right
3629962,2018030416_29,2018030416,29,,,Stoppage,,,,1,REGULAR,249,951,2019-06-10 00:28:22,0,0,Goalie Stopped,,,
3629963,2018030416_30,2018030416,30,19.0,6.0,Faceoff,,69.0,-22.0,1,REGULAR,249,951,2019-06-10 00:28:22,0,0,Ryan O'Reilly faceoff won against Patrice Bergeron,69.0,-22.0,left
3629964,2018030416_31,2018030416,31,19.0,6.0,Takeaway,,-8.0,27.0,1,REGULAR,256,944,2019-06-10 00:28:57,0,0,Takeaway by Alex Pietrangelo,-8.0,27.0,left
3629965,2018030416_32,2018030416,32,6.0,19.0,Hit,,97.0,18.0,1,REGULAR,300,900,2019-06-10 00:29:25,0,0,Connor Clifton hit Oskar Sundqvist,-97.0,-18.0,right
3629966,2018030416_33,2018030416,33,19.0,6.0,Hit,,97.0,24.0,1,REGULAR,305,895,2019-06-10 00:29:31,0,0,Sammy Blais hit Karson Kuhlman,97.0,24.0,left
3629967,2018030416_34,2018030416,34,19.0,6.0,Shot,Wrist Shot,76.0,-10.0,1,REGULAR,367,833,2019-06-10 00:30:32,0,0,David Perron Wrist Shot saved by Tuukka Rask,76.0,-10.0,left
3629968,2018030416_35,2018030416,35,6.0,19.0,Blocked Shot,,52.0,-15.0,1,REGULAR,388,812,2019-06-10 00:30:53,0,0,David Pastrnak,-52.0,15.0,right
3629969,2018030416_36,2018030416,36,6.0,19.0,Blocked Shot,,76.0,11.0,1,REGULAR,405,795,2019-06-10 00:31:10,0,0,Marcus Johansson,-76.0,-11.0,right
3629970,2018030416_37,2018030416,37,19.0,6.0,Takeaway,,97.0,-20.0,1,REGULAR,427,773,2019-06-10 00:31:33,0,0,Takeaway by Robert Thomas,97.0,-20.0,left
3629971,2018030416_38,2018030416,38,19.0,6.0,Hit,,-29.0,-41.0,1,REGULAR,434,766,2019-06-10 00:31:39,0,0,Jaden Schwartz hit Sean Kuraly,-29.0,-41.0,left
3629972,2018030416_39,2018030416,39,,,Stoppage,,,,1,REGULAR,437,763,2019-06-10 00:31:48,0,0,TV timeout,,,
3629973,2018030416_40,2018030416,40,19.0,6.0,Penalty,Boarding,-83.0,40.0,1,REGULAR,437,763,2019-06-10 00:32:01,0,0,Brayden Schenn Boarding against Joakim Nordstrom,-83.0,40.0,left
3629974,2018030416_41,2018030416,41,19.0,6.0,Faceoff,,-69.0,22.0,1,REGULAR,437,763,2019-06-10 00:33:34,0,0,Ryan O'Reilly faceoff won against Patrice Bergeron,-69.0,22.0,left
3629975,2018030416_42,2018030416,42,19.0,6.0,Takeaway,,-42.0,36.0,1,REGULAR,442,758,2019-06-10 00:34:32,0,0,Takeaway by Ryan O'Reilly,-42.0,36.0,left
3629976,2018030416_43,2018030416,43,6.0,19.0,Takeaway,,-42.0,-40.0,1,REGULAR,495,705,2019-06-10 00:35:24,0,0,Takeaway by Brad Marchand,42.0,40.0,right
3629977,2018030416_44,2018030416,44,19.0,6.0,Penalty,Delaying Game - Puck over glass,-81.0,-32.0,1,REGULAR,499,701,2019-06-10 00:35:38,0,0,Ryan O'Reilly Delaying Game - Puck over glass,-81.0,-32.0,left
3629978,2018030416_45,2018030416,45,6.0,19.0,Faceoff,,-69.0,-22.0,1,REGULAR,499,701,2019-06-10 00:35:57,0,0,Patrice Bergeron faceoff won against Alexander Steen,69.0,22.0,right
3629979,2018030416_46,2018030416,46,6.0,19.0,Shot,Slap Shot,-44.0,20.0,1,REGULAR,513,687,2019-06-10 00:36:22,0,0,Torey Krug Slap Shot saved by Jordan Binnington,44.0,-20.0,right
3629980,2018030416_47,2018030416,47,6.0,19.0,Shot,Wrist Shot,-77.0,6.0,1,REGULAR,518,682,2019-06-10 00:36:27,0,0,Patrice Bergeron Wrist Shot saved by Jordan Binnington,77.0,-6.0,right
3629981,2018030416_48,2018030416,48,6.0,19.0,Goal,Wrist Shot,-73.0,25.0,1,REGULAR,520,680,2019-06-10 00:36:37,1,0,"Brad Marchand (9) Wrist Shot, assists: David Pastrnak (10), Torey Krug (16)",73.0,-25.0,right
3629982,2018030416_49,2018030416,49,6.0,19.0,Faceoff,,0.0,0.0,1,REGULAR,520,680,2019-06-10 00:36:59,1,0,David Krejci faceoff won against Tyler Bozak,0.0,0.0,right
3629983,2018030416_50,2018030416,50,19.0,6.0,Hit,,98.0,21.0,1,REGULAR,543,657,2019-06-10 00:37:35,1,0,Oskar Sundqvist hit Charlie McAvoy,98.0,21.0,left
3629984,2018030416_51,2018030416,51,19.0,6.0,Blocked Shot,,-59.0,-2.0,1,REGULAR,558,642,2019-06-10 00:37:50,1,0,Alexander Steen,-59.0,-2.0,left
3629985,2018030416_52,2018030416,52,6.0,19.0,Shot,Wrist Shot,-73.0,-16.0,1,REGULAR,564,636,2019-06-10 00:37:56,1,0,David Krejci Wrist Shot saved by Jordan Binnington,73.0,16.0,right
3629986,2018030416_53,2018030416,53,19.0,6.0,Takeaway,,-66.0,30.0,1,REGULAR,584,616,2019-06-10 00:38:40,1,0,Takeaway by Tyler Bozak,-66.0,30.0,left
3629987,2018030416_54,2018030416,54,19.0,6.0,Blocked Shot,,-76.0,-11.0,1,REGULAR,620,580,2019-06-10 00:38:53,1,0,Jay Bouwmeester,-76.0,-11.0,left
3629988,2018030416_55,2018030416,55,,,Stoppage,,,,1,REGULAR,621,579,2019-06-10 00:38:53,1,0,Puck in Netting,,,
3629989,2018030416_56,2018030416,56,6.0,19.0,Faceoff,,-69.0,-22.0,1,REGULAR,621,579,2019-06-10 00:40:29,1,0,Jake DeBrusk faceoff won against Brayden Schenn,69.0,22.0,right
3629990,2018030416_57,2018030416,57,6.0,19.0,Shot,Slap Shot,-65.0,-23.0,1,REGULAR,622,578,2019-06-10 00:41:31,1,0,Jake DeBrusk Slap Shot saved by Jordan Binnington,65.0,23.0,right
3629991,2018030416_58,2018030416,58,,,Stoppage,,,,1,REGULAR,627,573,2019-06-10 00:41:41,1,0,Puck in Crowd,,,
3629992,2018030416_59,2018030416,59,6.0,19.0,Faceoff,,-69.0,-22.0,1,REGULAR,627,573,2019-06-10 00:41:41,1,0,David Krejci faceoff won against Brayden Schenn,69.0,22.0,right
3629993,2018030416_60,2018030416,60,19.0,6.0,Blocked Shot,,-68.0,-6.0,1,REGULAR,629,571,2019-06-10 00:42:08,1,0,Robert Bortuzzo,-68.0,-6.0,left
3629994,2018030416_61,2018030416,61,6.0,19.0,Shot,Wrist Shot,-74.0,1.0,1,REGULAR,630,570,2019-06-10 00:42:14,1,0,David Krejci Wrist Shot saved by Jordan Binnington,74.0,-1.0,right
3629995,2018030416_62,2018030416,62,6.0,19.0,Shot,Wrist Shot,-84.0,2.0,1,REGULAR,631,569,2019-06-10 00:42:14,1,0,Jake DeBrusk Wrist Shot saved by Jordan Binnington,84.0,-2.0,right
3629996,2018030416_63,2018030416,63,,,Stoppage,,,,1,REGULAR,632,568,2019-06-10 00:42:12,1,0,Goalie Stopped,,,
3629997,2018030416_64,2018030416,64,6.0,19.0,Faceoff,,-69.0,-22.0,1,REGULAR,632,568,2019-06-10 00:42:32,1,0,Karson Kuhlman faceoff won against Tyler Bozak,69.0,22.0,right
3629998,2018030416_65,2018030416,65,6.0,19.0,Shot,Snap Shot,-51.0,22.0,1,REGULAR,680,520,2019-06-10 00:43:57,1,0,Jake DeBrusk Snap Shot saved by Jordan Binnington,51.0,-22.0,right
3629999,2018030416_66,2018030416,66,6.0,19.0,Shot,Wrist Shot,-26.0,-28.0,1,REGULAR,695,505,2019-06-10 00:44:12,1,0,Sean Kuraly Wrist Shot saved by Jordan Binnington,26.0,28.0,right
3630000,2018030416_67,2018030416,67,,,Stoppage,,,,1,REGULAR,696,504,2019-06-10 00:44:13,1,0,Goalie Stopped,,,
3630001,2018030416_68,2018030416,68,6.0,19.0,Faceoff,,-69.0,-22.0,1,REGULAR,696,504,2019-06-10 00:44:34,1,0,Brad Marchand faceoff won against Ryan O'Reilly,69.0,22.0,right
3630002,2018030416_69,2018030416,69,19.0,6.0,Hit,,98.0,30.0,1,REGULAR,717,483,2019-06-10 00:45:14,1,0,Zach Sanford hit Torey Krug,98.0,30.0,left
3630003,2018030416_70,2018030416,70,19.0,6.0,Hit,,-10.0,-40.0,1,REGULAR,744,456,2019-06-10 00:45:41,1,0,Robert Bortuzzo hit Joakim Nordstrom,-10.0,-40.0,left
3630004,2018030416_71,2018030416,71,6.0,19.0,Giveaway,,99.0,-2.0,1,REGULAR,749,451,2019-06-10 00:45:46,1,0,Giveaway by John Moore,-99.0,2.0,right
3630005,2018030416_72,2018030416,72,19.0,6.0,Giveaway,,96.0,6.0,1,REGULAR,750,450,2019-06-10 00:45:46,1,0,Giveaway by Robert Thomas,96.0,6.0,left
3630006,2018030416_73,2018030416,73,19.0,6.0,Missed Shot,,81.0,-8.0,1,REGULAR,765,435,2019-06-10 00:46:02,1,0,Pat Maroon - Wide of Net,81.0,-8.0,left
3630007,2018030416_74,2018030416,74,6.0,19.0,Hit,,80.0,40.0,1,REGULAR,773,427,2019-06-10 00:46:09,1,0,Noel Acciari hit Vince Dunn,-80.0,-40.0,right
3630008,2018030416_75,2018030416,75,19.0,6.0,Shot,Slap Shot,34.0,-19.0,1,REGULAR,784,416,2019-06-10 00:46:21,1,0,Colton Parayko Slap Shot saved by Tuukka Rask,34.0,-19.0,left
3630009,2018030416_76,2018030416,76,6.0,19.0,Blocked Shot,,62.0,1.0,1,REGULAR,800,400,2019-06-10 00:46:36,1,0,Noel Acciari,-62.0,-1.0,right
3630010,2018030416_77,2018030416,77,6.0,19.0,Blocked Shot,,54.0,10.0,1,REGULAR,805,395,2019-06-10 00:46:42,1,0,Noel Acciari,-54.0,-10.0,right
3630011,2018030416_78,2018030416,78,6.0,19.0,Blocked Shot,,71.0,-13.0,1,REGULAR,811,389,2019-06-10 00:46:47,1,0,Sean Kuraly,-71.0,13.0,right
3630012,2018030416_79,2018030416,79,19.0,6.0,Takeaway,,82.0,-40.0,1,REGULAR,840,360,2019-06-10 00:47:17,1,0,Takeaway by Jaden Schwartz,82.0,-40.0,left
3630013,2018030416_80,2018030416,80,6.0,19.0,Hit,,99.0,-12.0,1,REGULAR,851,349,2019-06-10 00:47:28,1,0,Zdeno Chara hit Brayden Schenn,-99.0,12.0,right
3630014,2018030416_81,2018030416,81,19.0,6.0,Giveaway,,-96.0,-8.0,1,REGULAR,860,340,2019-06-10 00:47:36,1,0,Giveaway by Jordan Binnington,-96.0,-8.0,left
3630015,2018030416_82,2018030416,82,6.0,19.0,Hit,,-1.0,-40.0,1,REGULAR,875,325,2019-06-10 00:47:51,1,0,Zdeno Chara hit Alex Pietrangelo,1.0,40.0,right
3630016,2018030416_83,2018030416,83,19.0,6.0,Shot,Snap Shot,55.0,-15.0,1,REGULAR,899,301,2019-06-10 00:48:15,1,0,David Perron Snap Shot saved by Tuukka Rask,55.0,-15.0,left
3630017,2018030416_84,2018030416,84,,,Stoppage,,,,1,REGULAR,900,300,2019-06-10 00:48:19,1,0,Goalie Stopped,,,
3630018,2018030416_85,2018030416,85,6.0,19.0,Faceoff,,69.0,-22.0,1,REGULAR,900,300,2019-06-10 00:50:33,1,0,Charlie Coyle faceoff won against Tyler Bozak,-69.0,22.0,right
3630019,2018030416_86,2018030416,86,6.0,19.0,Hit,,-38.0,34.0,1,REGULAR,929,271,2019-06-10 00:51:34,1,0,Charlie Coyle hit Pat Maroon,38.0,-34.0,right
3630020,2018030416_87,2018030416,87,6.0,19.0,Shot,Slap Shot,-63.0,11.0,1,REGULAR,930,270,2019-06-10 00:51:31,1,0,Marcus Johansson Slap Shot saved by Jordan Binnington,63.0,-11.0,right
3630021,2018030416_88,2018030416,88,19.0,6.0,Giveaway,,-7.0,21.0,1,REGULAR,940,260,2019-06-10 00:51:42,1,0,Giveaway by Tyler Bozak,-7.0,21.0,left
3630022,2018030416_89,2018030416,89,19.0,6.0,Giveaway,,-97.0,-3.0,1,REGULAR,951,249,2019-06-10 00:51:52,1,0,Giveaway by Jordan Binnington,-97.0,-3.0,left
3630023,2018030416_90,2018030416,90,19.0,6.0,Takeaway,,-85.0,14.0,1,REGULAR,964,236,2019-06-10 00:52:06,1,0,Takeaway by Brayden Schenn,-85.0,14.0,left
3630024,2018030416_91,2018030416,91,,,Stoppage,,,,1,REGULAR,1011,189,2019-06-10 00:52:59,1,0,Offside,,,
3630025,2018030416_92,2018030416,92,19.0,6.0,Faceoff,,20.0,-22.0,1,REGULAR,1011,189,2019-06-10 00:53:27,1,0,Oskar Sundqvist faceoff won against David Krejci,20.0,-22.0,left
3630026,2018030416_93,2018030416,93,19.0,6.0,Hit,,99.0,17.0,1,REGULAR,1025,175,2019-06-10 00:53:47,1,0,Sammy Blais hit Connor Clifton,99.0,17.0,left
3630027,2018030416_94,2018030416,94,19.0,6.0,Missed Shot,,62.0,3.0,1,REGULAR,1082,118,2019-06-10 00:54:44,1,0,Ryan O'Reilly - Wide of Net,62.0,3.0,left
3630028,2018030416_95,2018030416,95,19.0,6.0,Missed Shot,,78.0,12.0,1,REGULAR,1090,110,2019-06-10 00:54:51,1,0,David Perron - Goalpost,78.0,12.0,left
3630029,2018030416_96,2018030416,96,6.0,19.0,Penalty,Interference,81.0,4.0,1,REGULAR,1101,99,2019-06-10 00:55:11,1,0,Zdeno Chara Interference against David Perron,-81.0,-4.0,right
3630030,2018030416_97,2018030416,97,19.0,6.0,Faceoff,,69.0,-22.0,1,REGULAR,1101,99,2019-06-10 00:55:33,1,0,Tyler Bozak faceoff won against Patrice Bergeron,69.0,-22.0,left
3630031,2018030416_98,2018030416,98,6.0,19.0,Shot,Wrist Shot,49.0,-1.0,1,REGULAR,1108,92,2019-06-10 00:55:33,1,0,Patrice Bergeron Wrist Shot saved by Jordan Binnington,-49.0,1.0,right
3630032,2018030416_99,2018030416,99,6.0,19.0,Blocked Shot,,73.0,-13.0,1,REGULAR,1134,66,2019-06-10 00:56:24,1,0,John Moore,-73.0,13.0,right
3630033,2018030416_100,2018030416,100,19.0,6.0,Shot,Slap Shot,49.0,0.0,1,REGULAR,1153,47,2019-06-10 00:56:44,1,0,Colton Parayko Slap Shot saved by Tuukka Rask,49.0,0.0,left
3630034,2018030416_101,2018030416,101,,,Stoppage,,,,1,REGULAR,1154,46,2019-06-10 00:56:47,1,0,Goalie Stopped,,,
3630035,2018030416_102,2018030416,102,19.0,6.0,Faceoff,,69.0,-22.0,1,REGULAR,1154,46,2019-06-10 00:57:19,1,0,Brayden Schenn faceoff won against Sean Kuraly,69.0,-22.0,left
3630036,2018030416_103,2018030416,103,19.0,6.0,Missed Shot,,72.0,1.0,1,REGULAR,1173,27,2019-06-10 00:57:42,1,0,Brayden Schenn - Wide of Net,72.0,1.0,left
3630037,2018030416_104,2018030416,104,6.0,19.0,Hit,,77.0,40.0,1,REGULAR,1176,24,2019-06-10 00:57:46,1,0,Joakim Nordstrom hit Vladimir Tarasenko,-77.0,-40.0,right
3630038,2018030416_105,2018030416,105,6.0,19.0,Blocked Shot,,52.0,4.0,1,REGULAR,1184,16,2019-06-10 00:57:53,1,0,Sean Kuraly,-52.0,-4.0,right
3630039,2018030416_106,2018030416,106,19.0,6.0,Shot,Wrist Shot,66.0,30.0,1,REGULAR,1198,2,2019-06-10 00:58:08,1,0,Vladimir Tarasenko Wrist Shot saved by Tuukka Rask,66.0,30.0,left
3630040,2018030416_107,2018030416,107,,,Period End,,,,1,REGULAR,1200,0,2019-06-10 00:58:13,1,0,End of 1st Period,,,
3630041,2018030416_108,2018030416,108,,,Period Official,,,,1,REGULAR,1200,0,2019-06-10 00:59:59,1,0,Period Official,,,
3630042,2018030416_109,2018030416,109,,,Period Ready,,,,2,REGULAR,0,1200,2019-06-10 01:16:49,1,0,Period Ready,,,
3630043,2018030416_110,2018030416,110,,,Period Start,,,,2,REGULAR,0,1200,2019-06-10 01:16:50,1,0,Period Start,,,
3630044,2018030416_111,2018030416,111,19.0,6.0,Faceoff,,0.0,0.0,2,REGULAR,0,1200,2019-06-10 01:16:51,1,0,Brayden Schenn faceoff won against Patrice Bergeron,0.0,0.0,right
3630045,2018030416_112,2018030416,112,19.0,6.0,Shot,Snap Shot,-46.0,26.0,2,REGULAR,10,1190,2019-06-10 01:17:09,1,0,Vladimir Tarasenko Snap Shot saved by Tuukka Rask,46.0,-26.0,right
3630046,2018030416_113,2018030416,113,19.0,6.0,Takeaway,,-38.0,39.0,2,REGULAR,17,1183,2019-06-10 01:17:16,1,0,Takeaway by Alex Pietrangelo,38.0,-39.0,right
3630047,2018030416_114,2018030416,114,19.0,6.0,Shot,Wrist Shot,-76.0,24.0,2,REGULAR,23,1177,2019-06-10 01:17:22,1,0,Jaden Schwartz Wrist Shot saved by Tuukka Rask,76.0,-24.0,right
3630048,2018030416_115,2018030416,115,19.0,6.0,Takeaway,,-96.0,-7.0,2,REGULAR,57,1143,2019-06-10 01:18:00,1,0,Takeaway by Zach Sanford,96.0,7.0,right
3630049,2018030416_116,2018030416,116,19.0,6.0,Giveaway,,-97.0,7.0,2,REGULAR,59,1141,2019-06-10 01:18:03,1,0,Giveaway by Zach Sanford,97.0,-7.0,right
3630050,2018030416_117,2018030416,117,,,Stoppage,,,,2,REGULAR,63,1137,2019-06-10 01:18:17,1,0,Net Off,,,
3630051,2018030416_118,2018030416,118,19.0,6.0,Faceoff,,69.0,22.0,2,REGULAR,63,1137,2019-06-10 01:18:36,1,0,Oskar Sundqvist faceoff won against Charlie Coyle,-69.0,-22.0,right
3630052,2018030416_119,2018030416,119,19.0,6.0,Blocked Shot,,70.0,4.0,2,REGULAR,81,1119,2019-06-10 01:19:13,1,0,Jay Bouwmeester,-70.0,-4.0,right
3630053,2018030416_120,2018030416,120,6.0,19.0,Takeaway,,81.0,12.0,2,REGULAR,100,1100,2019-06-10 01:19:32,1,0,Takeaway by Marcus Johansson,81.0,12.0,left
3630054,2018030416_121,2018030416,121,6.0,19.0,Hit,,83.0,-40.0,2,REGULAR,128,1072,2019-06-10 01:20:00,1,0,Noel Acciari hit Robert Bortuzzo,83.0,-40.0,left
3630055,2018030416_122,2018030416,122,19.0,6.0,Hit,,65.0,-41.0,2,REGULAR,136,1064,2019-06-10 01:20:08,1,0,Robert Bortuzzo hit Sean Kuraly,-65.0,41.0,right
3630056,2018030416_123,2018030416,123,6.0,19.0,Giveaway,,-97.0,-21.0,2,REGULAR,144,1056,2019-06-10 01:20:21,1,0,Giveaway by Connor Clifton,-97.0,-21.0,left
3630057,2018030416_124,2018030416,124,19.0,6.0,Hit,,-97.0,-21.0,2,REGULAR,145,1055,2019-06-10 01:20:17,1,0,Tyler Bozak hit Connor Clifton,97.0,21.0,right
3630058,2018030416_125,2018030416,125,19.0,6.0,Takeaway,,99.0,-12.0,2,REGULAR,155,1045,2019-06-10 01:20:53,1,0,Takeaway by Jaden Schwartz,-99.0,12.0,right
3630059,2018030416_126,2018030416,126,6.0,19.0,Takeaway,,91.0,-23.0,2,REGULAR,158,1042,2019-06-10 01:20:53,1,0,Takeaway by Sean Kuraly,91.0,-23.0,left
3630060,2018030416_127,2018030416,127,,,Stoppage,,,,2,REGULAR,160,1040,2019-06-10 01:20:35,1,0,Goalie Stopped,,,
3630061,2018030416_128,2018030416,128,6.0,19.0,Faceoff,,69.0,-22.0,2,REGULAR,160,1040,2019-06-10 01:20:47,1,0,Patrice Bergeron faceoff won against Brayden Schenn,69.0,-22.0,left
3630062,2018030416_129,2018030416,129,6.0,19.0,Shot,Snap Shot,85.0,-25.0,2,REGULAR,171,1029,2019-06-10 01:21:14,1,0,David Pastrnak Snap Shot saved by Jordan Binnington,85.0,-25.0,left
3630063,2018030416_130,2018030416,130,6.0,19.0,Shot,Wrist Shot,69.0,-26.0,2,REGULAR,187,1013,2019-06-10 01:21:30,1,0,David Pastrnak Wrist Shot saved by Jordan Binnington,69.0,-26.0,left
3630064,2018030416_131,2018030416,131,6.0,19.0,Missed Shot,,82.0,-11.0,2,REGULAR,206,994,2019-06-10 01:21:49,1,0,Charlie McAvoy - Over Net,82.0,-11.0,left
3630065,2018030416_132,2018030416,132,6.0,19.0,Hit,,-49.0,39.0,2,REGULAR,217,983,2019-06-10 01:22:01,1,0,David Krejci hit Vince Dunn,-49.0,39.0,left
3630066,2018030416_133,2018030416,133,19.0,6.0,Hit,,-97.0,34.0,2,REGULAR,222,978,2019-06-10 01:22:06,1,0,David Perron hit Zdeno Chara,97.0,-34.0,right
3630067,2018030416_134,2018030416,134,19.0,6.0,Giveaway,,-93.0,-12.0,2,REGULAR,236,964,2019-06-10 01:22:20,1,0,Giveaway by Zach Sanford,93.0,12.0,right
3630068,2018030416_135,2018030416,135,,,Stoppage,,,,2,REGULAR,267,933,2019-06-10 01:22:52,1,0,Offside,,,
3630069,2018030416_136,2018030416,136,6.0,19.0,Faceoff,,-20.0,22.0,2,REGULAR,267,933,2019-06-10 01:23:15,1,0,Charlie Coyle faceoff won against Oskar Sundqvist,-20.0,22.0,left
3630070,2018030416_137,2018030416,137,19.0,6.0,Shot,Wrist Shot,-65.0,29.0,2,REGULAR,286,914,2019-06-10 01:23:38,1,0,Oskar Sundqvist Wrist Shot saved by Tuukka Rask,65.0,-29.0,right
3630071,2018030416_138,2018030416,138,19.0,6.0,Blocked Shot,,49.0,3.0,2,REGULAR,314,886,2019-06-10 01:24:06,1,0,Alexander Steen,-49.0,-3.0,right
3630072,2018030416_139,2018030416,139,6.0,19.0,Hit,,-37.0,40.0,2,REGULAR,334,866,2019-06-10 01:24:27,1,0,Charlie McAvoy hit Oskar Sundqvist,-37.0,40.0,left
3630073,2018030416_140,2018030416,140,,,Stoppage,,,,2,REGULAR,356,844,2019-06-10 01:24:50,1,0,Puck in Crowd,,,
3630074,2018030416_141,2018030416,141,6.0,19.0,Faceoff,,20.0,22.0,2,REGULAR,356,844,2019-06-10 01:25:05,1,0,Patrice Bergeron faceoff won against Brayden Schenn,20.0,22.0,left
