,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side
3630075,2018030416_142,2018030416,142,6.0,19.0,Hit,,73.0,-40.0,2,REGULAR,367,833,2019-06-10 01:25:36,1,0,Charlie McAvoy hit Jaden Schwartz,73.0,-40.0,left
3630076,2018030416_143,2018030416,143,6.0,19.0,Shot,Snap Shot,72.0,-32.0,2,REGULAR,370,830,2019-06-10 01:25:39,1,0,Patrice Bergeron Snap Shot saved by Jordan Binnington,72.0,-32.0,left
3630077,2018030416_144,2018030416,144,,,Stoppage,,,,2,REGULAR,386,814,2019-06-10 01:25:57,1,0,Puck in Benches,,,
3630078,2018030416_145,2018030416,145,6.0,19.0,Faceoff,,0.0,0.0,2,REGULAR,386,814,2019-06-10 01:27:43,1,0,David Krejci faceoff won against Ryan O'Reilly,0.0,0.0,left
3630079,2018030416_146,2018030416,146,19.0,6.0,Giveaway,,23.0,-26.0,2,REGULAR,398,802,2019-06-10 01:28:34,1,0,Giveaway by Zach Sanford,-23.0,26.0,right
3630080,2018030416_147,2018030416,147,19.0,6.0,Hit,,6.0,-42.0,2,REGULAR,406,794,2019-06-10 01:28:41,1,0,Zach Sanford hit Charlie McAvoy,-6.0,42.0,right
3630081,2018030416_148,2018030416,148,19.0,6.0,Hit,,-96.0,-19.0,2,REGULAR,424,776,2019-06-10 01:28:59,1,0,David Perron hit Charlie McAvoy,96.0,19.0,right
3630082,2018030416_149,2018030416,149,6.0,19.0,Hit,,-97.0,6.0,2,REGULAR,433,767,2019-06-10 01:29:08,1,0,Charlie McAvoy hit David Perron,-97.0,6.0,left
3630083,2018030416_150,2018030416,150,19.0,6.0,Hit,,-84.0,-33.0,2,REGULAR,451,749,2019-06-10 01:29:26,1,0,Jaden Schwartz hit Charlie McAvoy,84.0,33.0,right
3630084,2018030416_151,2018030416,151,19.0,6.0,Missed Shot,,-79.0,-9.0,2,REGULAR,453,747,2019-06-10 01:29:28,1,0,Jaden Schwartz - Wide of Net,79.0,9.0,right
3630085,2018030416_152,2018030416,152,19.0,6.0,Shot,Wrist Shot,-71.0,-18.0,2,REGULAR,461,739,2019-06-10 01:29:36,1,0,Brayden Schenn Wrist Shot saved by Tuukka Rask,71.0,18.0,right
3630086,2018030416_153,2018030416,153,,,Stoppage,,,,2,REGULAR,462,738,2019-06-10 01:29:39,1,0,Goalie Stopped,,,
3630087,2018030416_154,2018030416,154,6.0,19.0,Faceoff,,-69.0,-22.0,2,REGULAR,462,738,2019-06-10 01:29:44,1,0,Sean Kuraly faceoff won against Robert Thomas,-69.0,-22.0,left
3630088,2018030416_155,2018030416,155,19.0,6.0,Blocked Shot,,60.0,1.0,2,REGULAR,474,726,2019-06-10 01:30:38,1,0,Robert Thomas,-60.0,-1.0,right
3630089,2018030416_156,2018030416,156,6.0,19.0,Takeaway,,-43.0,-17.0,2,REGULAR,487,713,2019-06-10 01:30:50,1,0,Takeaway by Sean Kuraly,-43.0,-17.0,left
3630090,2018030416_157,2018030416,157,,,Stoppage,,,,2,REGULAR,489,711,2019-06-10 01:30:56,1,0,Icing,,,
3630091,2018030416_158,2018030416,158,19.0,6.0,Faceoff,,-69.0,-22.0,2,REGULAR,489,711,2019-06-10 01:31:04,1,0,Brayden Schenn faceoff won against Sean Kuraly,69.0,22.0,right
3630092,2018030416_159,2018030416,159,6.0,19.0,Hit,,99.0,-19.0,2,REGULAR,510,690,2019-06-10 01:31:40,1,0,Sean Kuraly hit Jay Bouwmeester,99.0,-19.0,left
3630093,2018030416_160,2018030416,160,,,Stoppage,,,,2,REGULAR,528,672,2019-06-10 01:32:02,1,0,Icing,,,
3630094,2018030416_161,2018030416,161,19.0,6.0,Faceoff,,69.0,-22.0,2,REGULAR,528,672,2019-06-10 01:32:32,1,0,Brayden Schenn faceoff won against Patrice Bergeron,-69.0,22.0,right
3630095,2018030416_162,2018030416,162,6.0,19.0,Penalty,Tripping,92.0,27.0,2,REGULAR,551,649,2019-06-10 01:33:21,1,0,Brad Marchand Tripping against Alex Pietrangelo,92.0,27.0,left
3630096,2018030416_163,2018030416,163,19.0,6.0,Faceoff,,-69.0,-22.0,2,REGULAR,551,649,2019-06-10 01:33:48,1,0,Ryan O'Reilly faceoff won against Sean Kuraly,69.0,22.0,right
3630097,2018030416_164,2018030416,164,19.0,6.0,Missed Shot,,-42.0,3.0,2,REGULAR,553,647,2019-06-10 01:34:13,1,0,Vladimir Tarasenko - Wide of Net,42.0,-3.0,right
3630098,2018030416_165,2018030416,165,19.0,6.0,Missed Shot,,-69.0,0.0,2,REGULAR,584,616,2019-06-10 01:34:41,1,0,Colton Parayko - Wide of Net,69.0,0.0,right
3630099,2018030416_166,2018030416,166,,,Stoppage,,,,2,REGULAR,586,614,2019-06-10 01:34:46,1,0,Net Off,,,
3630100,2018030416_167,2018030416,167,6.0,19.0,Faceoff,,-69.0,-22.0,2,REGULAR,586,614,2019-06-10 01:35:03,1,0,Patrice Bergeron faceoff won against David Perron,-69.0,-22.0,left
3630101,2018030416_168,2018030416,168,19.0,6.0,Hit,,-95.0,32.0,2,REGULAR,592,608,2019-06-10 01:35:37,1,0,Jaden Schwartz hit Noel Acciari,95.0,-32.0,right
3630102,2018030416_169,2018030416,169,19.0,6.0,Shot,Slap Shot,-36.0,21.0,2,REGULAR,593,607,2019-06-10 01:35:38,1,0,Vince Dunn Slap Shot saved by Tuukka Rask,36.0,-21.0,right
3630103,2018030416_170,2018030416,170,19.0,6.0,Missed Shot,,-52.0,-20.0,2,REGULAR,595,605,2019-06-10 01:35:38,1,0,Alex Pietrangelo - Goalpost,52.0,20.0,right
3630104,2018030416_171,2018030416,171,19.0,6.0,Shot,Wrist Shot,-38.0,-11.0,2,REGULAR,622,578,2019-06-10 01:36:07,1,0,Vince Dunn Wrist Shot saved by Tuukka Rask,38.0,11.0,right
3630105,2018030416_172,2018030416,172,19.0,6.0,Missed Shot,,-86.0,-8.0,2,REGULAR,626,574,2019-06-10 01:36:11,1,0,Jaden Schwartz - Wide of Net,86.0,8.0,right
3630106,2018030416_173,2018030416,173,19.0,6.0,Shot,Wrist Shot,-38.0,18.0,2,REGULAR,646,554,2019-06-10 01:36:31,1,0,Alex Pietrangelo Wrist Shot saved by Tuukka Rask,38.0,-18.0,right
3630107,2018030416_174,2018030416,174,19.0,6.0,Shot,Tip-In,-71.0,-5.0,2,REGULAR,658,542,2019-06-10 01:36:43,1,0,David Perron Tip-In saved by Tuukka Rask,71.0,5.0,right
3630108,2018030416_175,2018030416,175,19.0,6.0,Hit,,-96.0,30.0,2,REGULAR,662,538,2019-06-10 01:36:47,1,0,David Perron hit John Moore,96.0,-30.0,right
3630109,2018030416_176,2018030416,176,19.0,6.0,Shot,Wrist Shot,-79.0,-6.0,2,REGULAR,668,532,2019-06-10 01:36:54,1,0,Ryan O'Reilly Wrist Shot saved by Tuukka Rask,79.0,6.0,right
3630110,2018030416_177,2018030416,177,,,Stoppage,,,,2,REGULAR,669,531,2019-06-10 01:36:56,1,0,Goalie Stopped,,,
3630111,2018030416_178,2018030416,178,19.0,6.0,Faceoff,,-69.0,-22.0,2,REGULAR,669,531,2019-06-10 01:37:28,1,0,Ryan O'Reilly faceoff won against David Krejci,69.0,22.0,right
3630112,2018030416_179,2018030416,179,,,Stoppage,,,,2,REGULAR,675,525,2019-06-10 01:37:46,1,0,Puck in Netting,,,
3630113,2018030416_180,2018030416,180,19.0,6.0,Faceoff,,-20.0,22.0,2,REGULAR,675,525,2019-06-10 01:39:39,1,0,Oskar Sundqvist faceoff won against David Krejci,20.0,-22.0,right
3630114,2018030416_181,2018030416,181,6.0,19.0,Missed Shot,,79.0,-27.0,2,REGULAR,692,508,2019-06-10 01:40:26,1,0,Karson Kuhlman - Wide of Net,79.0,-27.0,left
3630115,2018030416_182,2018030416,182,,,Stoppage,,,,2,REGULAR,719,481,2019-06-10 01:40:53,1,0,Offside,,,
3630116,2018030416_183,2018030416,183,19.0,6.0,Faceoff,,-20.0,22.0,2,REGULAR,719,481,2019-06-10 01:41:02,1,0,Tyler Bozak faceoff won against Charlie Coyle,20.0,-22.0,right
3630117,2018030416_184,2018030416,184,,,Stoppage,,,,2,REGULAR,732,468,2019-06-10 01:41:42,1,0,Puck in Benches,,,
3630118,2018030416_185,2018030416,185,19.0,6.0,Faceoff,,-20.0,22.0,2,REGULAR,732,468,2019-06-10 01:42:00,1,0,Ryan O'Reilly faceoff won against Charlie Coyle,20.0,-22.0,right
3630119,2018030416_186,2018030416,186,,,Stoppage,,,,2,REGULAR,747,453,2019-06-10 01:42:27,1,0,Icing,,,
3630120,2018030416_187,2018030416,187,6.0,19.0,Faceoff,,69.0,22.0,2,REGULAR,747,453,2019-06-10 01:42:37,1,0,Patrice Bergeron faceoff won against Ryan O'Reilly,69.0,22.0,left
3630121,2018030416_188,2018030416,188,19.0,6.0,Hit,,16.0,-41.0,2,REGULAR,782,418,2019-06-10 01:43:32,1,0,Jaden Schwartz hit Brandon Carlo,-16.0,41.0,right
3630122,2018030416_189,2018030416,189,19.0,6.0,Giveaway,,92.0,-12.0,2,REGULAR,812,388,2019-06-10 01:44:01,1,0,Giveaway by Brayden Schenn,-92.0,12.0,right
3630123,2018030416_190,2018030416,190,6.0,19.0,Penalty,Tripping,-42.0,-15.0,2,REGULAR,823,377,2019-06-10 01:44:16,1,0,Charlie McAvoy Tripping against Vladimir Tarasenko,-42.0,-15.0,left
3630124,2018030416_191,2018030416,191,19.0,6.0,Faceoff,,-69.0,-22.0,2,REGULAR,823,377,2019-06-10 01:44:44,1,0,Ryan O'Reilly faceoff won against Sean Kuraly,69.0,22.0,right
3630125,2018030416_192,2018030416,192,6.0,19.0,Blocked Shot,,-66.0,-12.0,2,REGULAR,834,366,2019-06-10 01:45:06,1,0,John Moore,-66.0,-12.0,left
3630126,2018030416_193,2018030416,193,19.0,6.0,Shot,Tip-In,-65.0,1.0,2,REGULAR,872,328,2019-06-10 01:45:43,1,0,Ryan O'Reilly Tip-In saved by Tuukka Rask,65.0,-1.0,right
3630127,2018030416_194,2018030416,194,19.0,6.0,Giveaway,,-75.0,-38.0,2,REGULAR,911,289,2019-06-10 01:46:22,1,0,Giveaway by Brayden Schenn,75.0,38.0,right
3630128,2018030416_195,2018030416,195,,,Stoppage,,,,2,REGULAR,943,257,2019-06-10 01:47:02,1,0,Puck in Benches,,,
3630129,2018030416_196,2018030416,196,6.0,19.0,Faceoff,,-69.0,-22.0,2,REGULAR,943,257,2019-06-10 01:48:55,1,0,David Krejci faceoff won against Oskar Sundqvist,-69.0,-22.0,left
3630130,2018030416_197,2018030416,197,6.0,19.0,Hit,,98.0,4.0,2,REGULAR,962,238,2019-06-10 01:50:01,1,0,Karson Kuhlman hit Colton Parayko,98.0,4.0,left
3630131,2018030416_198,2018030416,198,19.0,6.0,Hit,,-97.0,19.0,2,REGULAR,974,226,2019-06-10 01:50:13,1,0,Sammy Blais hit Charlie McAvoy,97.0,-19.0,right
3630132,2018030416_199,2018030416,199,19.0,6.0,Hit,,-98.0,27.0,2,REGULAR,978,222,2019-06-10 01:50:17,1,0,Oskar Sundqvist hit Zdeno Chara,98.0,-27.0,right
3630133,2018030416_200,2018030416,200,6.0,19.0,Shot,Wrist Shot,40.0,8.0,2,REGULAR,985,215,2019-06-10 01:50:24,1,0,Torey Krug Wrist Shot saved by Jordan Binnington,40.0,8.0,left
3630134,2018030416_201,2018030416,201,6.0,19.0,Shot,Wrist Shot,80.0,11.0,2,REGULAR,991,209,2019-06-10 01:50:30,1,0,Jake DeBrusk Wrist Shot saved by Jordan Binnington,80.0,11.0,left
3630135,2018030416_202,2018030416,202,6.0,19.0,Blocked Shot,,-53.0,8.0,2,REGULAR,997,203,2019-06-10 01:50:36,1,0,Jake DeBrusk,-53.0,8.0,left
3630136,2018030416_203,2018030416,203,6.0,19.0,Blocked Shot,,-68.0,6.0,2,REGULAR,1001,199,2019-06-10 01:50:40,1,0,Jake DeBrusk,-68.0,6.0,left
3630137,2018030416_204,2018030416,204,6.0,19.0,Giveaway,,-93.0,14.0,2,REGULAR,1070,130,2019-06-10 01:51:49,1,0,Giveaway by Zdeno Chara,-93.0,14.0,left
3630138,2018030416_205,2018030416,205,19.0,6.0,Missed Shot,,-40.0,25.0,2,REGULAR,1071,129,2019-06-10 01:51:50,1,0,Colton Parayko - Wide of Net,40.0,-25.0,right
3630139,2018030416_206,2018030416,206,6.0,19.0,Hit,,-45.0,-41.0,2,REGULAR,1077,123,2019-06-10 01:51:55,1,0,David Pastrnak hit Zach Sanford,-45.0,-41.0,left
3630140,2018030416_207,2018030416,207,19.0,6.0,Missed Shot,,-35.0,-15.0,2,REGULAR,1083,117,2019-06-10 01:52:02,1,0,Jay Bouwmeester - Wide of Net,35.0,15.0,right
3630141,2018030416_208,2018030416,208,,,Stoppage,,,,2,REGULAR,1085,115,2019-06-10 01:52:05,1,0,Puck Frozen,,,
3630142,2018030416_209,2018030416,209,6.0,19.0,Faceoff,,-69.0,-22.0,2,REGULAR,1085,115,2019-06-10 01:52:37,1,0,Sean Kuraly faceoff won against Robert Thomas,-69.0,-22.0,left
3630143,2018030416_210,2018030416,210,19.0,6.0,Hit,,-57.0,-40.0,2,REGULAR,1091,109,2019-06-10 01:53:16,1,0,Pat Maroon hit Charlie McAvoy,57.0,40.0,right
3630144,2018030416_211,2018030416,211,19.0,6.0,Hit,,-59.0,40.0,2,REGULAR,1112,88,2019-06-10 01:53:36,1,0,Tyler Bozak hit Sean Kuraly,59.0,-40.0,right
3630145,2018030416_212,2018030416,212,6.0,19.0,Shot,Wrist Shot,54.0,33.0,2,REGULAR,1115,85,2019-06-10 01:53:39,1,0,Noel Acciari Wrist Shot saved by Jordan Binnington,54.0,33.0,left
3630146,2018030416_213,2018030416,213,6.0,19.0,Shot,Wrist Shot,48.0,0.0,2,REGULAR,1135,65,2019-06-10 01:53:59,1,0,Torey Krug Wrist Shot saved by Jordan Binnington,48.0,0.0,left
3630147,2018030416_214,2018030416,214,,,Stoppage,,,,2,REGULAR,1136,64,2019-06-10 01:54:04,1,0,Goalie Stopped,,,
3630148,2018030416_215,2018030416,215,19.0,6.0,Faceoff,,69.0,22.0,2,REGULAR,1136,64,2019-06-10 01:54:23,1,0,Ryan O'Reilly faceoff won against David Krejci,-69.0,-22.0,right
3630149,2018030416_216,2018030416,216,6.0,19.0,Blocked Shot,,-69.0,4.0,2,REGULAR,1156,44,2019-06-10 01:55:10,1,0,David Krejci,-69.0,4.0,left
3630150,2018030416_217,2018030416,217,,,Stoppage,,,,2,REGULAR,1165,35,2019-06-10 01:55:21,1,0,Offside,,,
3630151,2018030416_218,2018030416,218,6.0,19.0,Faceoff,,20.0,22.0,2,REGULAR,1165,35,2019-06-10 01:55:34,1,0,Patrice Bergeron faceoff won against Brayden Schenn,20.0,22.0,left
3630152,2018030416_219,2018030416,219,6.0,19.0,Hit,,-29.0,-40.0,2,REGULAR,1180,20,2019-06-10 01:56:11,1,0,Charlie McAvoy hit Jaden Schwartz,-29.0,-40.0,left
3630153,2018030416_220,2018030416,220,19.0,6.0,Hit,,-84.0,-41.0,2,REGULAR,1185,15,2019-06-10 01:56:16,1,0,Brayden Schenn hit Patrice Bergeron,84.0,41.0,right
3630154,2018030416_221,2018030416,221,6.0,19.0,Shot,Wrist Shot,80.0,10.0,2,REGULAR,1197,3,2019-06-10 01:56:28,1,0,David Pastrnak Wrist Shot saved by Jordan Binnington,80.0,10.0,left
3630155,2018030416_222,2018030416,222,,,Stoppage,,,,2,REGULAR,1198,2,2019-06-10 01:56:31,1,0,Goalie Stopped,,,
3630156,2018030416_223,2018030416,223,19.0,6.0,Faceoff,,69.0,22.0,2,REGULAR,1198,2,2019-06-10 01:56:45,1,0,Tyler Bozak faceoff won against Patrice Bergeron,-69.0,-22.0,right
3630157,2018030416_224,2018030416,224,,,Period End,,,,2,REGULAR,1200,0,2019-06-10 01:57:26,1,0,End of 2nd Period,,,
3630158,2018030416_225,2018030416,225,,,Period Official,,,,2,REGULAR,1200,0,2019-06-10 02:00:35,1,0,Period Official,,,
3630159,2018030416_226,2018030416,226,,,Period Ready,,,,3,REGULAR,0,1200,2019-06-10 02:16:00,1,0,Period Ready,,,
3630160,2018030416_227,2018030416,227,,,Period Start,,,,3,REGULAR,0,1200,2019-06-10 02:16:00,1,0,Period Start,,,
3630161,2018030416_228,2018030416,228,6.0,19.0,Faceoff,,0.0,0.0,3,REGULAR,0,1200,2019-06-10 02:16:01,1,0,Sean Kuraly faceoff won against Ryan O'Reilly,0.0,0.0,right
3630162,2018030416_229,2018030416,229,19.0,6.0,Shot,Slap Shot,46.0,-21.0,3,REGULAR,27,1173,2019-06-10 02:16:38,1,0,Alex Pietrangelo Slap Shot saved by Tuukka Rask,46.0,-21.0,left
3630163,2018030416_230,2018030416,230,,,Stoppage,,,,3,REGULAR,41,1159,2019-06-10 02:16:54,1,0,Icing,,,
3630164,2018030416_231,2018030416,231,19.0,6.0,Faceoff,,69.0,-22.0,3,REGULAR,41,1159,2019-06-10 02:17:02,1,0,Brayden Schenn faceoff won against Sean Kuraly,69.0,-22.0,left
3630165,2018030416_232,2018030416,232,19.0,6.0,Missed Shot,,49.0,31.0,3,REGULAR,46,1154,2019-06-10 02:17:29,1,0,Jay Bouwmeester - Wide of Net,49.0,31.0,left
3630166,2018030416_233,2018030416,233,,,Stoppage,,,,3,REGULAR,64,1136,2019-06-10 02:17:50,1,0,Icing,,,
3630167,2018030416_234,2018030416,234,6.0,19.0,Faceoff,,-69.0,-22.0,3,REGULAR,64,1136,2019-06-10 02:17:57,1,0,Patrice Bergeron faceoff won against Brayden Schenn,69.0,22.0,right
3630168,2018030416_235,2018030416,235,19.0,6.0,Giveaway,,-23.0,-40.0,3,REGULAR,86,1114,2019-06-10 02:18:41,1,0,Giveaway by Jaden Schwartz,-23.0,-40.0,left
3630169,2018030416_236,2018030416,236,19.0,6.0,Hit,,-37.0,-41.0,3,REGULAR,92,1108,2019-06-10 02:18:46,1,0,Jay Bouwmeester hit Brad Marchand,-37.0,-41.0,left
3630170,2018030416_237,2018030416,237,19.0,6.0,Missed Shot,,65.0,23.0,3,REGULAR,127,1073,2019-06-10 02:19:21,1,0,Alexander Steen - Wide of Net,65.0,23.0,left
3630171,2018030416_238,2018030416,238,6.0,19.0,Blocked Shot,,72.0,-7.0,3,REGULAR,131,1069,2019-06-10 02:19:25,1,0,David Krejci,-72.0,7.0,right
3630172,2018030416_239,2018030416,239,6.0,19.0,Goal,Wrist Shot,-36.0,29.0,3,REGULAR,151,1049,2019-06-10 02:19:50,2,0,"Brandon Carlo (2) Wrist Shot, assists: Jake DeBrusk (7)",36.0,-29.0,right
3630173,2018030416_240,2018030416,240,19.0,6.0,Faceoff,,0.0,0.0,3,REGULAR,151,1049,2019-06-10 02:20:25,2,0,Tyler Bozak faceoff won against Charlie Coyle,0.0,0.0,left
3630174,2018030416_241,2018030416,241,6.0,19.0,Hit,,41.0,33.0,3,REGULAR,230,970,2019-06-10 02:21:50,2,0,Noel Acciari hit Alex Pietrangelo,-41.0,-33.0,right
3630175,2018030416_242,2018030416,242,19.0,6.0,Blocked Shot,,-68.0,10.0,3,REGULAR,239,961,2019-06-10 02:21:59,2,0,Vince Dunn,-68.0,10.0,left
3630176,2018030416_243,2018030416,243,6.0,19.0,Hit,,-91.0,-27.0,3,REGULAR,240,960,2019-06-10 02:22:11,2,0,David Pastrnak hit Vince Dunn,91.0,27.0,right
3630177,2018030416_244,2018030416,244,19.0,6.0,Giveaway,,28.0,27.0,3,REGULAR,289,911,2019-06-10 02:22:49,2,0,Giveaway by Jay Bouwmeester,28.0,27.0,left
3630178,2018030416_245,2018030416,245,6.0,19.0,Shot,Wrist Shot,-20.0,31.0,3,REGULAR,290,910,2019-06-10 02:22:53,2,0,Patrice Bergeron Wrist Shot saved by Jordan Binnington,20.0,-31.0,right
3630179,2018030416_246,2018030416,246,6.0,19.0,Hit,,43.0,40.0,3,REGULAR,310,890,2019-06-10 02:23:10,2,0,Jake DeBrusk hit Oskar Sundqvist,-43.0,-40.0,right
3630180,2018030416_247,2018030416,247,19.0,6.0,Hit,,87.0,38.0,3,REGULAR,316,884,2019-06-10 02:23:16,2,0,Oskar Sundqvist hit Brandon Carlo,87.0,38.0,left
3630181,2018030416_248,2018030416,248,19.0,6.0,Takeaway,,-58.0,36.0,3,REGULAR,322,878,2019-06-10 02:23:22,2,0,Takeaway by Alex Pietrangelo,-58.0,36.0,left
3630182,2018030416_249,2018030416,249,19.0,6.0,Shot,Wrist Shot,65.0,13.0,3,REGULAR,326,874,2019-06-10 02:23:25,2,0,Sammy Blais Wrist Shot saved by Tuukka Rask,65.0,13.0,left
3630183,2018030416_250,2018030416,250,,,Stoppage,,,,3,REGULAR,355,845,2019-06-10 02:23:57,2,0,Puck in Crowd,,,
3630184,2018030416_251,2018030416,251,19.0,6.0,Faceoff,,0.0,0.0,3,REGULAR,355,845,2019-06-10 02:24:21,2,0,Ryan O'Reilly faceoff won against Sean Kuraly,0.0,0.0,left
3630185,2018030416_252,2018030416,252,19.0,6.0,Hit,,99.0,-13.0,3,REGULAR,374,826,2019-06-10 02:24:51,2,0,Zach Sanford hit Charlie McAvoy,99.0,-13.0,left
3630186,2018030416_253,2018030416,253,6.0,19.0,Takeaway,,54.0,33.0,3,REGULAR,379,821,2019-06-10 02:24:55,2,0,Takeaway by Noel Acciari,-54.0,-33.0,right
3630187,2018030416_254,2018030416,254,6.0,19.0,Missed Shot,,-66.0,32.0,3,REGULAR,392,808,2019-06-10 02:25:08,2,0,Sean Kuraly - Wide of Net,66.0,-32.0,right
3630188,2018030416_255,2018030416,255,6.0,19.0,Shot,Slap Shot,-38.0,24.0,3,REGULAR,405,795,2019-06-10 02:25:21,2,0,Charlie McAvoy Slap Shot saved by Jordan Binnington,38.0,-24.0,right
3630189,2018030416_256,2018030416,256,6.0,19.0,Hit,,-71.0,-41.0,3,REGULAR,409,791,2019-06-10 02:25:26,2,0,Sean Kuraly hit Ryan O'Reilly,71.0,41.0,right
3630190,2018030416_257,2018030416,257,19.0,6.0,Hit,,40.0,40.0,3,REGULAR,416,784,2019-06-10 02:25:37,2,0,David Perron hit Charlie McAvoy,40.0,40.0,left
3630191,2018030416_258,2018030416,258,,,Stoppage,,,,3,REGULAR,432,768,2019-06-10 02:25:52,2,0,Offside,,,
3630192,2018030416_259,2018030416,259,19.0,6.0,Faceoff,,-20.0,22.0,3,REGULAR,432,768,2019-06-10 02:27:31,2,0,Brayden Schenn faceoff won against Karson Kuhlman,-20.0,22.0,left
3630193,2018030416_260,2018030416,260,19.0,6.0,Shot,Wrist Shot,75.0,30.0,3,REGULAR,462,738,2019-06-10 02:28:44,2,0,Vladimir Tarasenko Wrist Shot saved by Tuukka Rask,75.0,30.0,left
3630194,2018030416_261,2018030416,261,6.0,19.0,Takeaway,,71.0,6.0,3,REGULAR,469,731,2019-06-10 02:28:50,2,0,Takeaway by Jake DeBrusk,-71.0,-6.0,right
3630195,2018030416_262,2018030416,262,6.0,19.0,Giveaway,,76.0,2.0,3,REGULAR,470,730,2019-06-10 02:28:55,2,0,Giveaway by Jake DeBrusk,-76.0,-2.0,right
3630196,2018030416_263,2018030416,263,19.0,6.0,Shot,Tip-In,76.0,-2.0,3,REGULAR,470,730,2019-06-10 02:28:59,2,0,Vladimir Tarasenko Tip-In saved by Tuukka Rask,76.0,-2.0,left
3630197,2018030416_264,2018030416,264,,,Stoppage,,,,3,REGULAR,471,729,2019-06-10 02:29:25,2,0,Goalie Stopped,,,
3630198,2018030416_265,2018030416,265,6.0,19.0,Faceoff,,69.0,-22.0,3,REGULAR,471,729,2019-06-10 02:29:25,2,0,Sean Kuraly faceoff won against Ryan O'Reilly,-69.0,22.0,right
3630199,2018030416_266,2018030416,266,6.0,19.0,Hit,,-60.0,-38.0,3,REGULAR,498,702,2019-06-10 02:30:03,2,0,Sean Kuraly hit Sammy Blais,60.0,38.0,right
3630200,2018030416_267,2018030416,267,6.0,19.0,Shot,Slap Shot,-56.0,-1.0,3,REGULAR,500,700,2019-06-10 02:30:04,2,0,Joakim Nordstrom Slap Shot saved by Jordan Binnington,56.0,1.0,right
3630201,2018030416_268,2018030416,268,,,Stoppage,,,,3,REGULAR,501,699,2019-06-10 02:30:09,2,0,Goalie Stopped,,,
3630202,2018030416_269,2018030416,269,19.0,6.0,Faceoff,,-69.0,-22.0,3,REGULAR,501,699,2019-06-10 02:30:14,2,0,Oskar Sundqvist faceoff won against Charlie Coyle,-69.0,-22.0,left
3630203,2018030416_270,2018030416,270,6.0,19.0,Shot,Wrist Shot,-73.0,32.0,3,REGULAR,559,641,2019-06-10 02:31:39,2,0,Patrice Bergeron Wrist Shot saved by Jordan Binnington,73.0,-32.0,right
3630204,2018030416_271,2018030416,271,,,Stoppage,,,,3,REGULAR,560,640,2019-06-10 02:31:40,2,0,Goalie Stopped,,,
3630205,2018030416_272,2018030416,272,19.0,6.0,Faceoff,,-69.0,22.0,3,REGULAR,560,640,2019-06-10 02:32:00,2,0,Brayden Schenn faceoff won against Patrice Bergeron,-69.0,22.0,left
3630206,2018030416_273,2018030416,273,6.0,19.0,Takeaway,,54.0,40.0,3,REGULAR,575,625,2019-06-10 02:32:25,2,0,Takeaway by Patrice Bergeron,-54.0,-40.0,right
3630207,2018030416_274,2018030416,274,,,Stoppage,,,,3,REGULAR,583,617,2019-06-10 02:32:36,2,0,Puck in Netting,,,
3630208,2018030416_275,2018030416,275,19.0,6.0,Faceoff,,0.0,0.0,3,REGULAR,583,617,2019-06-10 02:33:01,2,0,Tyler Bozak faceoff won against David Krejci,0.0,0.0,left
3630209,2018030416_276,2018030416,276,6.0,19.0,Goal,Snap Shot,-54.0,22.0,3,REGULAR,615,585,2019-06-10 02:33:40,3,0,"Karson Kuhlman (1) Snap Shot, assists: David Krejci (11)",54.0,-22.0,right
3630210,2018030416_277,2018030416,277,19.0,6.0,Faceoff,,0.0,0.0,3,REGULAR,615,585,2019-06-10 02:34:21,3,0,Ryan O'Reilly faceoff won against Sean Kuraly,0.0,0.0,left
3630211,2018030416_278,2018030416,278,6.0,19.0,Hit,,28.0,25.0,3,REGULAR,622,578,2019-06-10 02:34:31,3,0,Brandon Carlo hit David Perron,-28.0,-25.0,right
3630212,2018030416_279,2018030416,279,,,Stoppage,,,,3,REGULAR,643,557,2019-06-10 02:34:53,3,0,Icing,,,
3630213,2018030416_280,2018030416,280,19.0,6.0,Faceoff,,-69.0,-22.0,3,REGULAR,643,557,2019-06-10 02:34:58,3,0,Ryan O'Reilly faceoff won against Charlie Coyle,-69.0,-22.0,left
3630214,2018030416_281,2018030416,281,6.0,19.0,Missed Shot,,-53.0,3.0,3,REGULAR,656,544,2019-06-10 02:35:32,3,0,Danton Heinen - Wide of Net,53.0,-3.0,right
3630215,2018030416_282,2018030416,282,6.0,19.0,Hit,,72.0,39.0,3,REGULAR,702,498,2019-06-10 02:36:18,3,0,Charlie McAvoy hit Brayden Schenn,-72.0,-39.0,right
3630216,2018030416_283,2018030416,283,,,Stoppage,,,,3,REGULAR,713,487,2019-06-10 02:36:32,3,0,Icing,,,
3630217,2018030416_284,2018030416,284,19.0,6.0,Faceoff,,69.0,22.0,3,REGULAR,713,487,2019-06-10 02:36:34,3,0,Ryan O'Reilly faceoff won against Patrice Bergeron,69.0,22.0,left
3630218,2018030416_285,2018030416,285,19.0,6.0,Shot,Wrist Shot,63.0,5.0,3,REGULAR,716,484,2019-06-10 02:37:06,3,0,David Perron Wrist Shot saved by Tuukka Rask,63.0,5.0,left
