game_id,player_id,team_id,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,shortHandedTimeOnIce,powerPlayTimeOnIce
2018030416,8473419,6,947,1,1,1,0,1,0,2,1,1,1,0,0,0,0,1,624,193,130
2018030416,8471276,6,906,1,0,2,1,0,0,0,6,12,0,0,0,0,2,2,831,2,73
2018030416,8478569,6,911,0,0,3,3,0,0,0,0,0,1,0,0,0,2,0,801,88,22
2018030416,8477956,6,806,1,1,4,2,0,1,0,0,0,1,0,0,0,1,0,676,0,130
2018030416,8479325,6,1522,0,0,1,5,0,0,2,0,0,1,0,0,0,0,0,1326,144,52
2018030416,8480901,6,787,0,1,1,1,0,0,0,1,2,0,0,0,0,0,2,785,2,0
2018030416,8475186,6,1026,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,751,253,22
2018030416,8476792,6,1321,1,0,3,0,0,1,0,0,0,0,0,0,0,1,2,1042,97,182
2018030416,8476374,6,1022,1,0,2,3,0,0,2,7,17,3,0,0,0,2,1,797,203,22
2018030416,8478498,6,794,1,0,4,2,0,0,0,1,2,1,1,0,0,2,2,742,0,52
2018030416,8477365,6,619,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,619,0,0
2018030416,8465009,6,1335,0,1,1,3,0,0,2,0,0,0,1,0,0,0,1,1134,201,0
2018030416,8470638,6,975,0,0,6,0,0,0,0,8,18,1,0,0,0,1,-1,620,225,130
2018030416,8475807,6,1111,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,842,247,22
2018030416,8475149,6,807,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,698,0,109
2018030416,8475745,6,759,0,0,0,1,0,0,0,2,11,0,0,0,0,0,2,707,0,52
2018030416,8478443,6,1232,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,967,265,0
2018030416,8478046,6,618,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,618,0,0
2018030416,8474125,19,897,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,875,22,0
2018030416,8474565,19,1575,1,0,3,0,0,0,0,0,0,3,0,0,0,0,-3,1187,104,284
2018030416,8478407,19,876,0,0,3,0,0,0,0,0,0,0,0,0,0,1,-3,668,17,191
2018030416,8474034,19,676,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,455,0,221
2018030416,8470151,19,1299,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1190,107,2
2018030416,8476892,19,1568,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1250,75,243
2018030416,8477482,19,820,0,0,0,4,0,0,0,0,0,1,3,0,0,0,0,761,59,0
2018030416,8480023,19,561,0,0,0,1,0,0,0,0,2,1,1,0,0,1,-2,561,0,0
2018030416,8475768,19,1175,0,0,1,4,0,0,0,0,0,2,1,0,0,0,-1,955,0,220
2018030416,8476897,19,869,0,0,1,4,0,0,0,8,11,0,0,0,0,0,-1,754,114,1
2018030416,8475765,19,1130,0,0,4,0,0,0,0,0,0,0,0,0,0,0,-2,797,0,333
2018030416,8470257,19,784,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,685,95,4
2018030416,8478104,19,701,0,0,1,4,0,0,4,0,0,0,0,0,0,0,-1,700,0,1
2018030416,8475158,19,1163,0,1,3,0,0,0,2,14,21,1,0,0,0,0,1,851,46,266
2018030416,8474102,19,1141,1,0,5,5,0,0,0,0,1,1,0,0,0,0,0,907,0,234
2018030416,8474145,19,650,0,0,1,2,0,0,12,0,0,0,0,0,0,1,0,567,83,0
2018030416,8475098,19,828,0,0,1,2,0,0,0,7,10,1,1,0,0,0,-2,585,56,187
2018030416,8475170,19,1158,0,0,2,1,0,0,2,8,17,1,2,0,0,0,-1,945,0,213
